PROVINCIA,COMUNE,CODICE,CODICEWISE,RETE,QUANTI_ESE,STATO,DATA_INIZIO,X_WGS84,Y_WGS84,ORIGINE_CO,QUOTA_MISU,QUOTA_PC_S,H_BP,PROFONDIT,FILTRI_N,FILTRI_TOP,FILTRI_BOT,USO,TIPO,GWB_2015,Codice_WIS,Nome_Corpo,Area_GWB,SONDA_AUTO,NOTE,STATISTICA_MK,PVALUE,SENSSLOPE_M_MESE,SENSSLOPE_M_ANNO,SENSSLOPE_CM_ANNO,TREND,PIEZO82,N_DATI,FREQ_MEDIA_MISURE,ANNI CON 12 DATI,ANNI SENZA DATI,CONFIDENZA
VA,SAMARATE,PO0121180U0005,IT03GWBISSAPTA_PO0121180U0005,3,2,M,01/01/2006,481042,5052887,1,223.767,226.067,-2.3,80,2,50,72,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,Gestore spegne pozzo al massimo per 30',-0.2281394,0.000154789,-0.01965909,-0.23590908,-23.590908,NEGATIVO,181.812,126,11.45454545,8,0,ALTA
VA,UBOLDO,PO0121300RZ001,IT03GWBISSAPTA_PO0121300RZ001,1,2,N,01/11/2005,497814,5049212,1,203.65,204.2,-0.55,45,n.d.,n.d.,n.d.,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,,0.032250129,0.590855122,0.00375,0.045,4.5,STAZIONARIO,168.854,128,11.63636364,7,0,ALTA
MI,RESCALDINA,PO0151810U0001,IT03GWBISSAPTA_PO0151810U0001,1,2,M,01/01/2005,496110,5051398,1,222.44,222.54,-0.1,81.7,2,51.7,73.7,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,,0.171735302,0.017406464,0.02059184,0.24710208,24.710208,POSITIVO,176.847,89,8.090909091,2,2,MEDIA
MI,TREZZANO ROSA,PO015219NU0009,IT03GWBISSAPTA_PO015219NU0009,1,2,M,01/03/2015,537519.0517,5047771.168,1,168.999,170.379,1.38,45,1,34,40.5,POTABILE,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",-0.091798574,0.432492077,-0.01855042,-0.22260504,-22.260504,STAZIONARIO,132.918,37,3.363636364,2,7,BASSA
MI,TREZZO SULL'ADDA,PO0152210U0001,IT03GWBISSAPTA_PO0152210U0001,3,2,M,01/01/2006,540511,5051067,1,150.393,150.393,0,32.98,1,17,32,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",0.014796908,0.886837363,0.000263158,0.003157895,0.31578948,STAZIONARIO,140.826,50,4.545454545,0,0,BASSA
MB,DESIO,PO108023NU0003,IT03GWBISSAPTA_PO108023NU0003,3,4,M,01/01/2006,516261,5051920,1,199.167,199.167,0,78,3,42,65,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,,-0.263356566,0.022827495,-0.09496429,-1.13957148,-113.957148,NEGATIVO,146.077,37,3.363636364,0,2,BASSA
MB,MEZZAGO,PO1080310U0001,IT03GWBISSAPTA_PO1080310U0001,3,2,M,01/01/2006,534712,5052931,1,220.664,220.664,0,75.2,1,54,74.65,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,,0.422450125,5.96E-07,0.01594118,0.19129416,19.129416,POSITIVO,163.306,69,6.272727273,3,3,BASSA
MB,MONZA,PO108033NR0142,IT03GWBISSAPTA_PO108033NR0142,3,1,M,01/01/2006,522621,5051383,2,178.79,178.79,n.d.,42,1,10.5,31.5,IRRIGUO,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,,-0.024403352,0.823851883,-0.001339286,-0.016071432,-1.6071432,STAZIONARIO,148.371,44,4,1,7,BASSA
MB,NOVA MILANESE,PO1080350U0024,IT03GWBISSAPTA_PO1080350U0024,1,2,M,01/01/1999,514972,5048824,1,174.02,176.6,-2.58,85,2,50,79,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,,0.452399224,0,0.15,1.8,180,POSITIVO,134.12,73,6.636363636,1,1,MEDIA
MB,CONCOREZZO,PO1080210U0002,IT03GWBISSAPTA_PO1080210U0002,3,2,M,01/01/2006,525376,5047357,1,162.45,162.45,0,56,1,32,47,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,,-0.390341878,9.88E-06,-0.02820043,-0.33840516,-33.840516,NEGATIVO,133.868,61,5.545454545,0,2,BASSA
MI,SENAGO,PO0152060U0004,IT03GWBISSAPTA_PO0152060U0004,3,2,M,01/01/2006,510294,5047238,1,169.78,169.78,0,104,2,41.29,64.11,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",0.417563379,0,0.05292857,0.63514284,63.514284,POSITIVO,136.692,96,8.727272727,2,2,MEDIA
MI,BUSTO GAROLFO,PO015041NR0075,IT03GWBISSAPTA_PO015041NR0075,1,1,M,01/05/2014,491337,5042014,1,171.64,172.01,-0.37,30,1,15,30,MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",SI,,-0.3016662,0.000757408,-0.046,-0.552,-55.2,NEGATIVO,154.412,59,5.363636364,4,5,BASSA
MI,CARUGATE,PO015051NR0012,IT03GWBISSAPTA_PO015051NR0012,3,1,M,01/05/2014,526092,5045211,2,0,153,n.d.,40,2,22,37,INDUSTRIALE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",SI,,0.203782827,0.062234759,0.03538071,0.42456852,42.456852,STAZIONARIO,128.853,41,3.727272727,2,7,BASSA
MI,CASSINA DE' PECCHI,PO015060NU0070,IT03GWBISSAPTA_PO015060NU0070,1,1,M,01/05/2014,528555,5041375,1,134.13,134.13,0,43,n.d.,n.d.,n.d.,MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,,-0.192552283,0.033455413,-0.034375,-0.4125,-41.25,NEGATIVO,120.748,58,5.272727273,2,5,BASSA
MI,CASTANO PRIMO,PO015062NR0071,IT03GWBISSAPTA_PO015062NR0071,1,1,M,01/05/2014,479252,5043806,1,170.69,170.64,0.05,35,1,20,35,MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,,-0.576521039,8.39E-11,-0.03428571,-0.41142852,-41.142852,NEGATIVO,140.629,60,5.454545455,4,5,BASSA
MI,GORGONZOLA,PO0151080U0002,IT03GWBISSAPTA_PO0151080U0002,3,2,M,01/01/2006,532049,5042247,2,0,134.37,n.d.,90,1,33.05,46.6,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",0.165228248,0.215623379,0.06381119,0.76573428,76.573428,STAZIONARIO,123.358,29,2.636363636,1,8,BASSA
MI,SAN GIORGIO SU LEGNANO,PO015194NU0017,IT03GWBISSAPTA_PO015194NU0017,1,1,M,01/05/2014,492931,5045894,1,191.6,191.65,-0.05,50,1,28,50,MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,,-0.719865143,5.17E-16,-0.08057453,-0.96689436,-96.689436,NEGATIVO,162.016,60,5.454545455,4,5,BASSA
MI,VANZAGHELLO,PO0152490U0002,IT03GWBISSAPTA_PO0152490U0002,1,2,M,01/01/2005,482332,5046719,1,191.913,191.913,0,60,1,54,58,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",-0.36196357,4.57E-06,-0.03125,-0.375,-37.5,NEGATIVO,159.718,75,6.818181818,3,3,MEDIA
MB,MONZA,PO108033NU0243,IT03GWBISSAPTA_PO108033NU0243,1,1,M,01/03/2014,520727,5045937,1,163.584,163.584,0,50,1,22.5,49.5,MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",SI,,-0.714411497,7.82E-18,-0.101375,-1.2165,-121.65,NEGATIVO,125.417,68,6.181818182,3,5,BASSA
MB,CAPONAGO,PO1080520U0016,IT03GWBISSAPTA_PO1080520U0016,1,2,M,01/03/2015,528637.8837,5045729.304,1,155.237,157.507,2.27,42,1,40.5,42,POTABILE,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,,-0.476034284,0.001785893,-0.1733333,-2.0799996,-207.99996,NEGATIVO,132.335,23,2.090909091,0,7,BASSA
MI,BERNATE TICINO,PO015019NR0001,IT03GWBISSAPTA_PO015019NR0001,1,2,M,01/03/2013,486506,5037842,1,151.01,151.13,0.12,63.5,1,40,54.25,ALTRO MONITORAGGIO,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,,-0.204667225,0.037218425,-0.02585366,-0.31024392,-31.024392,NEGATIVO,133.178,50,4.545454545,1,5,BASSA
MI,INVERUNO,PO015113NUP001,IT03GWBISSAPTA_PO015113NUP001,1,1,M,01/03/2015,489297.5977,5039466.985,1,158.606,158.826,0.22,25,1,9,25,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,,-0.12031468,0.236793995,-0.02357143,-0.28285716,-28.285716,STAZIONARIO,144.971,47,4.272727273,3,7,BASSA
MI,MILANO,PO015146NU1313,IT03GWBISSAPTA_PO015146NU1313,1,2,M,01/01/2010,519751,5037935,1,118.845,118.845,0,19,n.d.,n.d.,n.d.,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,,0.514662981,0,0.02424242,0.29090904,29.090904,POSITIVO,103.733,98,8.909090909,4,1,MEDIA
MI,MILANO,PO015146NU1534,IT03GWBISSAPTA_PO015146NU1534,1,2,M,01/01/2010,510123,5040197,1,138.95,138.83,0.12,24,n.d.,n.d.,n.d.,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,,0.356254667,0,0.04045045,0.4854054,48.54054,POSITIVO,111.276,115,10.45454545,6,0,ALTA
MI,MILANO,PO015146NU1536,IT03GWBISSAPTA_PO015146NU1536,1,2,M,01/03/2012,511864,5036686,1,125.2,125.2,0,19,n.d.,n.d.,n.d.,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,,-0.143914789,0.055878922,-0.008730159,-0.104761908,-10.4761908,STAZIONARIO,101.426,83,7.545454545,3,3,MEDIA
MI,MILANO,PO015146NU1557,IT03GWBISSAPTA_PO015146NU1557,1,2,M,01/03/2012,514394,5036838,1,123.76,123.7,0.06,30,n.d.,n.d.,n.d.,ALTRO MONITORAGGIO,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,,-0.156711012,0.03508037,-0.015,-0.18,-18,NEGATIVO,98.5468,85,7.727272727,3,3,MEDIA
MI,VITTUONE,PO015243NUP001,IT03GWBISSAPTA_PO015243NUP001,1,2,M,01/03/2015,496210.5145,5037318.334,1,147.213,146.463,-0.75,50,1,30,50,POTABILE,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",0.438735217,0.003670812,0.1016667,1.2200004,122.00004,POSITIVO,139.231,23,2.090909091,1,8,BASSA
MI,MILANO,PO015146NU1120,IT03GWBISSAPTA_PO015146NU1120,1,2,M,01/01/2010,513604,5033914,1,117.37,117.37,0,17,n.d.,n.d.,n.d.,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,,0.157562897,0.014952064,0.004828993,0.057947916,5.7947916,POSITIVO,98.275,112,10.18181818,4,0,ALTA
MI,MILANO,PO015146NU1353,IT03GWBISSAPTA_PO015146NU1353,1,2,M,01/03/2012,519795,5033780,1,108.811,108.811,0,16,n.d.,n.d.,n.d.,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,"1634782393,7722997",,,-0.071245745,0.370153725,-0.000693343,-0.008320115,-0.83201148,STAZIONARIO,98.0632,77,7,2,3,MEDIA
PV,TRAVACO' SICCOMARIO,PO018162NUP001,IT03GWBISSBPPO_PO018162NUP001,3,2,M,01/03/2015,512843.2754,4999704.742,1,61.197,60.482,-0.715,14,n.d.,n.d.,n.d.,POTABILE,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",,,-0.091063328,0.394700944,-0.004142157,-0.049705884,-4.9705884,STAZIONARIO,58.4685,44,4,1,6,BASSA
CR,PIADENA,PO019071NRA001,IT03GWBISSBPPO_PO019071NRA001,3,1,M,01/01/2006,611002,4998742,1,26.5,26.14,0.36,10,1,1,10,IRRIGUO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",,,-0.167238414,0.005825822,-0.003913043,-0.046956516,-4.6956516,NEGATIVO,25.9842,125,11.36363636,5,0,ALTA
PV,PIEVE PORTO MORONE,PO0181140U0002,IT03GWBISSBPPO_PO0181140U0002,3,2,M,01/01/2006,534746,4995245,1,55.383,55.383,0,24,1,12,18,POTABILE,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",,,-0.374889821,3.44E-09,-0.0101087,-0.1213044,-12.13044,NEGATIVO,52.7166,115,10.45454545,5,0,ALTA
CR,DEROVERE,PO019040NRA001,IT03GWBISSBPPO_PO019040NRA001,3,1,M,01/01/2006,597838,4994940,1,32.95,32.7,0.25,10,1,2,10,IRRIGUO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",,,-0.303171694,2.71E-07,-0.005981144,-0.071773728,-7.1773728,NEGATIVO,29.702,132,12,11,0,ALTA
CR,SAN DANIELE PO,PO019089NUA001,IT03GWBISSBPPO_PO019089NUA001,3,1,M,01/05/2014,590532,4991152,1,33.6,33.6,0,25,1,13,25,DIDATTICO/SCIENTIFICO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",,,-0.097613551,0.303021729,-0.003529412,-0.042352944,-4.2352944,STAZIONARIO,30.3053,54,4.909090909,3,5,BASSA
CR,SAN MARTINO DEL LAGO,PO019091NRA001,IT03GWBISSBPPO_PO019091NRA001,3,1,M,01/01/2006,602954,4991122,1,29.18,28.83,0.35,12,1,2,12,IRRIGUO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",,,-0.14241226,0.016478954,-0.00175,-0.021,-2.1,NEGATIVO,26.8374,131,11.90909091,10,0,ALTA
MN,BAGNOLO SAN VITO,PO0200030R0002,IT03GWBISSBPPO_PO0200030R0002,1,1,M,01/10/2005,645227,4994417,1,17.258,17.258,0,52.3,n.d.,n.d.,n.d.,IGIENICO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",SI,,-0.068727694,0.266368687,-0.000535714,-0.006428572,-0.64285716,STAZIONARIO,12.2345,122,11.09090909,6,0,ALTA
MN,CURTATONE,PO020021NRP001,IT03GWBISSBPPO_PO020021NRP001,1,1,M,01/03/2015,633518.3157,4994872.379,1,20.444,21.694,1.25,40,1,34,40,IRRIGUO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",,,-0.059999995,0.691342056,-0.003484848,-0.041818176,-4.1818176,STAZIONARIO,19.5253,25,2.272727273,0,6,BASSA
MN,MARCARIA,PO0200310R0062,IT03GWBISSBPPO_PO0200310R0062,1,1,M,01/06/2001,627739,4991877,1,21.824,21.824,0,8,n.d.,n.d.,n.d.,IRRIGUO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",,,-0.203942508,0.000711449,-0.004852941,-0.058235292,-5.8235292,NEGATIVO,19.8567,127,11.54545455,7,0,ALTA
LO,CASELLE LANDI,PO0980110U0001,IT03GWBISSBPPO_PO0980110U0001,3,2,M,01/03/2015,562209.7293,4994623.069,1,45.233,45.493,0.26,62.3,2,32.5,61,POTABILE,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",,,-0.354132861,5.30E-05,-0.008876263,-0.106515156,-10.6515156,NEGATIVO,29.7461,64,5.818181818,3,4,BASSA
LO,SAN ROCCO AL PORTO,PO098049NR0141,IT03GWBISSBPPO_PO098049NR0141,1,1,M,01/05/2014,550976.491,4994237.896,1,49.723,49.747,-0.024,12,1,5.2,12,MONITORAGGIO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",,,-0.42735216,0.000516599,-0.03930288,-0.47163456,-47.163456,NEGATIVO,45.6652,33,3,1,7,BASSA
PV,CERVESINA,PO0180470U0001,IT03GWBISSBPPO_PO0180470U0001,3,3,M,01/01/2006,501288,4989873,1,71.908,71.718,0.19,81,2,42,77,POTABILE,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",,,-0.539156735,6.91E-11,-0.01824463,-0.21893556,-21.893556,NEGATIVO,68.2582,69,6.272727273,1,0,BASSA
CR,STAGNO LOMBARDO,PO019103NRA001,IT03GWBISSBPPO_PO019103NRA001,3,1,M,01/01/2006,583736,4989691,1,34.83,34.46,0.37,12,1,1,12,IRRIGUO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",,,-0.430201203,2.75E-13,-0.0150654,-0.1807848,-18.07848,NEGATIVO,32.6497,132,12,11,0,ALTA
CR,RIVAROLO DEL RE ED UNITI,PO019083NRA001,IT03GWBISSBPPO_PO019083NRA001,3,1,M,01/05/2014,616502,4988727,1,21.39,22,-0.61,20,1,10,20,ANTINCENDIO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",si,,-0.191176489,0.303096533,-0.0155,-0.186,-18.6,STAZIONARIO,20.353,17,1.545454545,0,5,BASSA
MN,MAGNACAVALLO,PO0200290R0002,IT03GWBISSBPPO_PO0200290R0002,3,1,M,01/03/2012,668106,4985295,1,13,13,0,15,1,13,15,NON DEFINITO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",,,-0.032590624,0.648818493,-0.000869565,-0.010434782,-1.04347824,STAZIONARIO,7.00892,92,8.363636364,4,3,MEDIA
MN,MOTTEGGIANA,PO0200370R0002,IT03GWBISSBPPO_PO0200370R0002,1,1,M,01/11/2012,634438,4988250,1,18,18,0,13,1,10,13,NON DEFINITO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",SI,,-0.252639413,0.001482174,-0.01099663,-0.13195956,-13.195956,NEGATIVO,16.1085,74,6.727272727,4,3,MEDIA
MN,PIEVE DI CORIANO,PO0200400R0001,IT03GWBISSBPPO_PO0200400R0001,3,1,N,01/01/2006,664174,4988419,1,11.817,11.817,0,51,n.d.,n.d.,n.d.,NON DEFINITO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",SI,HA PRESO NOME BORGO MANTOVANO,-0.036229204,0.547443271,-0.000450476,-0.005405717,-0.54057168,STAZIONARIO,5.47959,128,11.63636364,8,0,ALTA
MN,SERMIDE,PO020061NR0001,IT03GWBISSBPPO_PO020061NR0001,3,2,M,01/01/2006,677797,4988196,1,10.65,10.65,0,10,1,9,10,NON DEFINITO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",,,-0.117213048,0.061735328,-0.003798701,-0.045584412,-4.5584412,STAZIONARIO,4.10613,117,10.63636364,4,0,ALTA
MN,SERMIDE,PO020061NUP001,IT03GWBISSBPPO_PO020061NUP001,1,1,M,01/03/2015,680924,4986614,1,0,11.66,n.d.,50,1,28,50,MONITORAGGIO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",SI,,-0.094185591,0.340154111,-0.006521739,-0.078260868,-7.8260868,STAZIONARIO,10.5556,50,4.545454545,2,6,BASSA
MN,SUZZARA,PO0200650R0002,IT03GWBISSBPPO_PO0200650R0002,1,1,M,01/12/2005,636024,4984904,1,19.42,19.42,0,10,1,9,10,NON DEFINITO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",,,-0.188001648,0.001633285,-0.005507246,-0.066086952,-6.6086952,NEGATIVO,13.1306,129,11.72727273,8,0,ALTA
MN,FELONICA,PO020023NUP001,IT03GWBISSBPPO_PO020023NUP001,3,1,M,01/03/2015,685844,4983484,1,0,8.7,n.d.,50,1,14,50,MONITORAGGIO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",SI,,0.049867719,0.641617298,0.004067292,0.048807504,4.8807504,STAZIONARIO,2.82546,44,4,0,6,BASSA
MN,GONZAGA,PO0200270R0053,IT03GWBISSBPPO_PO0200270R0053,3,1,M,01/01/2006,646253,4978449,1,17.841,17.841,0,19,n.d.,n.d.,n.d.,NON DEFINITO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",,,-0.114652365,0.060216378,-0.001123596,-0.013483152,-1.3483152,STAZIONARIO,14.0373,126,11.45454545,8,0,ALTA
MN,POGGIO RUSCO,PO0200420R0001,IT03GWBISSBPPO_PO0200420R0001,3,2,M,01/01/2006,668975,4982250,1,10.859,10.859,0,6,n.d.,n.d.,n.d.,IRRIGUO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,"2043224016,507622",,,-0.106981717,0.078253508,-0.002329457,-0.027953484,-2.7953484,STAZIONARIO,4.79766,125,11.36363636,7,0,ALTA
BG,ISSO,PO0161220R0519,IT03GWBISSMPAO_PO0161220R0519,3,1,M,01/01/2006,556753,5036727,2,104.8,104.8,0,35,n.d.,n.d.,n.d.,ZOOTECNICO,POZZO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,"1464247371,1393835",,,0.049730852,0.600776076,0.000540541,0.006486486,0.6486486,STAZIONARIO,101.569,55,5,2,5,BASSA
CR,RIVOLTA D'ADDA,PO019084NRA002,IT03GWBISSMPAO_PO019084NRA002,3,1,S,01/11/2010,540419,5033590,1,96.18,95.96,0.22,10.5,1,1,10,NON DEFINITO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,"1464247371,1393835",SI,,-0.043512434,0.534890175,-0.002608696,-0.031304352,-3.1304352,STAZIONARIO,93.1516,95,8.636363636,7,3,MEDIA
CR,SERGNANO,PO019094NU0944,IT03GWBISSMPAO_PO019094NU0944,3,1,M,01/01/2006,554722,5030569,1,91.1,90.54,0.56,46,1,37,42,POTABILE,POZZO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,"1464247371,1393835",,,-0.109288454,0.070682257,-0.000816327,-0.009795918,-0.9795918,STAZIONARIO,84.3272,127,11.54545455,6,0,ALTA
CR,CREMA,PO019035NRA001,IT03GWBISSMPAO_PO019035NRA001,3,1,M,01/01/2006,552645,5022933,1,77.81,77.81,0,10,1,1,10,NON DEFINITO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,"1464247371,1393835",SI,,-0.45574525,1.50E-14,-0.005375,-0.0645,-6.45,NEGATIVO,68.8428,131,11.90909091,10,0,ALTA
