comune,Codice_catastale,zona_omogenea,id_punto,cod_pozzo,tipo_punto,id_pratica,seq_captazione,uso,istat_comune,foglio,mappale,lng,lat,quota_pc,quota_rif,portata,profondita,tetto_primo_filtro,letto_ultimo_filtro,Location
Vermezzo con Zelo,L768,Magentino Abbiatense,8341,152350011,POZ,MI0140641994,1,Igienico [Prev],15235,8,23,1497577,5025968,114,114,3,50,,30,POINT (8.96869518 45.387044)
BOLLATE,A940,Magentino Abbiatense,9418,150270152,PIE,n/a,,Piezometro,15027,n/d,n/d,,,,,0,,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,15028,151461356,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,19433,151462518,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,,,,POINT (0 0)
MILANO,F205,Milano,5049,151461908,PIE,n/a,,Piezometro,15146,n/d,n/d,1510515,5041035,142,,0,41,,,POINT (9.134285 45.522589)
SETTIMO MILANESE,I700,Nord Ovest,25234,152110134,POZ,MI03191172012,1,"Aree verdi/aree sportive, Pompa di calore",15211,24,350,1505826,5034889,127,,30,45,16.5,42,POINT (9.07417205 45.467324)
SAN GIULIANO MILANESE,H930,Sud Est,30641,151950516,PIE,n/a,,Piezometro,15195,n/d,n/d,1519654.29,5025615.41,100.75,100.63,0,4,,,POINT (9.2506941 45.383601)
RHO,H264,Magentino Abbiatense,22434,151820828,PIE,n/a,,Piezometro,15182,n/d,n/d,,,,,0,,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,23990,151463613,POZ,MI03301322010,1,Pompa di calore,15146,267,140,1515734,5036719,,,20,50,25.5,47.5,POINT (9.20097374 45.483643)
MILANO,F205,Magentino Abbiatense,17105,151461832,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,35,,,POINT (0 0)
INZAGO,E317,Adda Martesana,29287,151140123,PIE,n/a,,Piezometro,15114,n/d,n/d,1538100.29,5043778.22,125,125,0,25,,,POINT (9.48770821 45.546319)
TRUCCAZZANO,L454,Adda Martesana,8016,152240019,POZ,MI0112181995,1,Piscicoltura [Prev],15224,12,51,1534379,5036296,109,109,5,,,30,POINT (9.43951595 45.479168)
LISCATE,E610,Magentino Abbiatense,16343,151220020,POZ,MI016331995,1,"Igienico [Prev], Zootecnico",15122,9,4,1532435,5034671,107,107,3,,,10,POINT (9.41453648 45.464634)
MILANO,F205,Magentino Abbiatense,16643,151461704,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,,,,POINT (0 0)
RESCALDINA,H240,Alto Milanese,6596,151810001,POZ,MI03266871975,1,Potabile [Prev],15181,12,290,1496200,5051450,220.95,221.01,10,81.7,51.7,73.7,POINT (8.95090515 45.616401)
MILANO,F205,Milano,4877,151460271,POZ,MI02706292004,0,N/D,15146,n/d,n/d,1514790.53,5033486.93,115.52,115.52,0,150,97,144.5,POINT (9.18880442 45.454572)
MILANO,F205,Milano,5072,151460489,POZ,MI02706292004,0,N/D,15146,n/d,n/d,1512200.73,5040970.27,142,142,0,102,45,100.28,POINT (9.15586839 45.521979)
PESCHIERA BORROMEO,G488,Sud Est,29868,MI03MI01517100113,POZ,MI03181852009,3,Pompa di calore,15171,37,185,1522476,5031833,,,0,3.1,2.5,3.1,POINT (9.28701885 45.439481)
SETTIMO MILANESE,I700,Magentino Abbiatense,15853,152110077,PIE,n/a,,Piezometro,15211,n/d,n/d,1504266,5034238,127,127,0,,,,POINT (9.05421085 45.461475)
NOSATE,F939,Alto Milanese,5727,151550010,POZ,MI0135681020,1,Zootecnico [Prev],15155,1,128,1478362,5046615,190.39,190.39,3,,,75,POINT (8.72233298 45.572554)
MILANO,F205,Magentino Abbiatense,24668,151463875,POZ,MI03261272006,0,N/D,15146,n/d,n/d,1511763,5032391,115,,0,30,9,30,POINT (9.15005883 45.444765)
MILANO,F205,Magentino Abbiatense,14733,151461263,PIE,n/a,,Piezometro,15146,n/d,n/d,1513591,5040206,136.05,136.05,0,,,,POINT (9.17364883 45.515074)
MILANO,F205,Milano,30185,MI03MI01514601624,POZ,MI03306532017,2,Pompa di calore,15146,469,268,1511716,5033824,,,3.5,43,22,40,POINT (9.14949184 45.457664)
SAN GIULIANO MILANESE,H930,Magentino Abbiatense,10329,151950169,POZ,MI0139031995,1,Zootecnico [Prev],15195,27,48,1521775,5023315,91,91,2,,,30,POINT (9.27768076 45.362832)
LAINATE,E415,Magentino Abbiatense,14965,151160109,PIE,n/a,,Piezometro,15116,n/d,n/d,1504324,5046382,174,174,0,,,,POINT (9.05505856 45.570782)
VANZAGO,L665,Magentino Abbiatense,15074,152290011,PIE,n/a,,Piezometro,15229,n/d,n/d,1499112,5041563,162,162,0,,,,POINT (8.98827329 45.527419)
RHO,H264,Magentino Abbiatense,16115,151820483,PIE,n/a,,Piezometro,15182,n/d,n/d,1501729,5040127,150,150,0,10,,,POINT (9.02178084 45.514493)
CUSANO MILANINO,D231,Nord Milano,1012,150980045,PIE,n/a,,Piezometro,15098,n/d,n/d,1513587,5043975,151.5,151.38,0,36,,,POINT (9.17370182 45.548999)
BARANZATE,A618,Nord Ovest,29765,152500114,PIE,n/a,,Piezometro,15250,n/d,n/d,1509047,5040652,140,140,0,20,,,POINT (9.11548088 45.519162)
PESCHIERA BORROMEO,G488,Sud Est,27685,151710368,PIE,n/a,,Piezometro,15171,n/d,n/d,1525052.02,5030591.5,0,98.6,0,8,,,POINT (9.3198917 45.428218)
MILANO,F205,Magentino Abbiatense,14659,151461387,PIE,n/a,,Piezometro,15146,n/d,n/d,1518441,5029649,105,105,0,,,,POINT (9.23534715 45.41994)
VIZZOLO PREDABISSI,M102,Sud Est,26720,MI03MI01524400017,POZ,MI03217662012,2,Pompa di calore [Prev],15244,2,180,1526590,5022562,,,0,15,10,15,POINT (9.33911964 45.355888)
BUSTO GAROLFO,B301,Magentino Abbiatense,14476,150410062,PIE,n/a,,Piezometro,15041,n/d,n/d,1491824,5042147,171.73,171.73,0,,,,POINT (8.89493576 45.532628)
MILANO,F205,Magentino Abbiatense,20741,151462817,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,20,,,POINT (0 0)
LAINATE,E415,Nord Ovest,4033,151160011,POZ,MI0133741999,2,Potabile [Prev],15116,11,59,1501935,5045425,173,173,10,109,96,102,POINT (9.02443858 45.562179)
MILANO,F205,Magentino Abbiatense,22811,151463302,POZ,MI02706292004,0,N/D,15146,n/d,n/d,1514726,5035372,,,0,65,,,POINT (9.18803543 45.471541)
BERNATE TICINO,A804,Alto Milanese,1021,150190025,POZ,MI0113431995,1,"Irriguo, Zootecnico [Prev]",15019,14,109,1485779,5034979,122,122,1,110,,30,POINT (8.81772727 45.468012)
MILANO,F205,Milano,24935,151463999,POZ,MI03180062011,1,Aree verdi/aree sportive,15146,506,233,1509637,5032204,116.5,,5,30,15,28.5,POINT (9.12287017 45.443114)
MILANO,F205,Magentino Abbiatense,19954,151462653,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,,,,POINT (0 0)
CALVIGNASCO,B448,Magentino Abbiatense,1824,150420002,POZ,MI0121731994,1,Potabile [Prev],15042,1,40,1501581,5019920,103.86,103.86,5,,51,56,POINT (9.01982336 45.332608)
MILANO,F205,Milano,4711,151460120,POZ,MI02706292004,0,N/D,15146,n/d,n/d,1513825.51,5033737.1,116.45,116.45,0,101,39.93,97.18,POINT (9.17646967 45.456843)
SETTALA,I696,Adda Martesana,26419,MI03MI01521000011,POZ,MI03223471995,2,Irriguo [Prev],15210,2,44,,,0,,1,,0,30,POINT (0 0)
MILANO,F205,Milano,25662,151464288,POZ,MI03201112012,3,Pompa di calore,15146,350,DEMANIALE,1514967,5035560,120.3,114.1,0,40,15,36,POINT (9.19112424 45.473228)
TRIBIANO,L415,Magentino Abbiatense,10353,152220015,POZ,MI03314311975,1,"Antincendio, Igienico, Industriale [Prev], Piscicoltura",15222,3,32,1528210,5028450,95,95,30,40,26,38,POINT (9.36013769 45.408823)
MILANO,F205,Milano,25720,151464308,PIE,n/a,,Piezometro,15146,n/d,n/d,1517114.26,5032568.66,110.93,,0,15,6,15,POINT (9.21849096 45.446254)
MILANO,F205,Magentino Abbiatense,21603,151462935,PIE,n/a,,Piezometro,15146,n/d,n/d,1512109,5034137,140,140,0,20,,,POINT (9.15452593 45.460475)
CASARILE,B938,Sud Ovest,26425,MI03MI01505500005,POZ,MI0113811995,1,Zootecnico [Prev],15055,5,18,,,,,5,,32,41,POINT (0 0)
MILANO,F205,Milano,4708,151460553,POZ,MI02706292004,0,N/D,15146,n/d,n/d,1510645.79,5034284.9,120.4,120.4,0,103,35.06,101.9,POINT (9.13581396 45.46183)
MILANO,F205,Magentino Abbiatense,23263,151463406,POZ,MI03172042009,1,Pompa di calore,15146,520,322,1513258,5032270,,,3.33,35,25,35,POINT (9.16917202 45.443649)
CERNUSCO SUL NAVIGLIO,C523,Adda Martesana,2407,150700009,POZ,MI03267371986,1,Potabile [Prev],15070,34,25,1524994,5040700,128.06,128.06,30,100,55,95.5,POINT (9.31966347 45.519206)
MELZO,F119,Adda Martesana,27041,151420152,PIE,n/a,,Piezometro,15142,n/d,n/d,1532977.02,5037871.99,0,116,0,9,,,POINT (9.42168421 45.49342)
NERVIANO,F874,Magentino Abbiatense,18301,151540076,POZ,MI0342082002,1,Irriguo,15154,5,36,1510486,5041430,,,2,50,40,50,POINT (9.13392208 45.526145)
MILANO,F205,Magentino Abbiatense,15899,151461693,PIE,n/a,,Piezometro,15146,n/d,n/d,1512398,5042019,145,145,0,,,,POINT (9.15842076 45.531415)
MILANO,F205,Magentino Abbiatense,24690,151463879,PIE,n/a,,Piezometro,15146,n/d,n/d,1512459,5029750,180,180,0,10,,,POINT (9.15889195 45.420981)
MILANO,F205,Milano,30588,MI03MI01514601737,POZ,MI03318712018,1,Pompa di calore,15146,261,452,1512794,5036880,,,1,36,20,35,POINT (9.16335856 45.485152)
PESCHIERA BORROMEO,G488,Sud Est,28891,MI03MI01517100095,POZ,MI03271642015,1,Irriguo,15171,8,233,1524880,5034429,,,0.63,30,14,30,POINT (9.3178865 45.462766)
OZZERO,G206,Magentino Abbiatense,29485,151650113,PIE,n/a,,Piezometro,15165,n/d,n/d,1495436.36,5023577.66,111.09,111.29,0,15,,,POINT (8.94137313 45.365518)
CUSANO MILANINO,D231,Magentino Abbiatense,16864,150980033,PIE,n/a,,Piezometro,15098,n/d,n/d,1513558,5043996,151,151,0,36,,,POINT (9.17333089 45.549188)
ABBIATEGRASSO,A010,Magentino Abbiatense,64,150020066,POZ,MI0123711995,1,Igienico [Prev],15002,13,57,,,,,1,,,30,POINT (0 0)
MELZO,F119,Magentino Abbiatense,24052,151420136,PIE,n/a,,Piezometro,15142,n/d,n/d,1532101.19,5037941.12,0,118.55,0,15,,,POINT (9.41048017 45.494083)
ASSAGO,A473,Magentino Abbiatense,21957,150110111,PIE,n/a,,Piezometro,15011,n/d,n/d,1511110,5026825,,,0,14,,,POINT (9.141584 45.394675)
PERO,C013,Magentino Abbiatense,22172,151700199,PIE,n/a,,Piezometro,15170,n/d,n/d,1505622,5040369,146.31,146.44,0,25,,,POINT (9.07162467 45.516651)
MILANO,F205,Milano,28209,MI03MI01514600649,POZ,MI03216062012,5,Pompa di calore [Prev],15146,441,120,1516956,5034459,,,0,23,3,23,POINT (9.21653226 45.463272)
CASTANO PRIMO,C052,Magentino Abbiatense,16833,150620064,PIE,n/a,,Piezometro,15062,n/d,n/d,1483110,5045582,185,185,0,,,,POINT (8.78321836 45.563388)
MILANO,F205,Magentino Abbiatense,22644,151463239,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,30,,,POINT (0 0)
SANTO STEFANO TICINO,I361,Magentino Abbiatense,20543,152000059,POZ,MI03194991020,2,Industriale [Prev],15200,4,116,,,131,,25,131,79,127,POINT (0 0)
MILANO,F205,Milano,4506,151460323,POZ,MI02706292004,0,N/D,15146,n/d,n/d,1513788.09,5035216.51,121.6,121.6,0,102,40.75,100.87,POINT (9.17603244 45.47016)
CORBETTA,C986,Magentino Abbiatense,3006,150850004,POZ,MI03266561986,1,Potabile [Prev],15085,13,22,1494160,5034190,135.1,136.25,15,92,54,88,POINT (8.92494819 45.461031)
CASOREZZO,B989,Magentino Abbiatense,2016,150580013,POZ,MI03177551020,1,Potabile [Prev],15058,4,560,1491896,5041126,167,167,12,,42.9,30,POINT (8.89587487 45.523439)
SEDRIANO,I566,Magentino Abbiatense,24906,152040119,POZ,MI03179542011,1,Pompa di calore,15204,4,829,1497266,5037252,146,,0.73,30,3,27,POINT (8.96465853 45.488611)
CARPIANO,B820,Magentino Abbiatense,15553,150500105,PIE,n/a,,Piezometro,15050,n/d,n/d,1521940,5021460,90,90,0,7,,,POINT (9.27970537 45.34613)
MILANO,F205,Milano,26229,151464531,PIE,n/a,,Piezometro,15146,n/d,n/d,1519648.42,5025319.92,0,100,0,4,,,POINT (9.25060739 45.380941)
CINISELLO BALSAMO,C707,Nord Milano,27679,150770124,PIE,n/a,,Piezometro,15077,n/d,n/d,1518157,5044348,0,152,0,60,,,POINT (9.23225955 45.552252)
SEGRATE,I577,Magentino Abbiatense,19693,152050239,PIE,n/a,,Piezometro,15205,n/d,n/d,1521648,5037943,,,0,15,,,POINT (9.27670097 45.494502)
SESTO SAN GIOVANNI,I690,Nord Milano,30527,MI03MI01520900074,POZ,MI03315032018,1,Pompa di calore,15209,19,67,1516988,5042375,,,0.3,40,20,40,POINT (9.21721494 45.534523)
MILANO,F205,Milano,29215,MI03MI01514601246,POZ,MI03279462016,3,Pompa di calore,15146,264,53,1513870,5036646,,,0,40,16,38,POINT (9.17712052 45.483025)
SAN GIULIANO MILANESE,H930,Magentino Abbiatense,24388,151950376,PIE,n/a,,Piezometro,15195,n/d,n/d,1519401,5027138,0,100.5,0,6,,,POINT (9.24751854 45.397313)
SAN GIULIANO MILANESE,H930,Magentino Abbiatense,24442,151950380,POZ,MI03170832009,2,Pompa di calore [Prev],15195,13,360,1520374,5026118,98,,15,51.5,26.5,49.5,POINT (9.25990769 45.388104)
LOCATE di TRIULZI,E639,Sud Ovest,29941,151250072,PIE,n/a,,Piezometro,15125,n/d,n/d,1518283.16,5022635.11,95,95,0,10,,,POINT (9.23307053 45.356812)
TREZZANO SUL NAVIGLIO,L409,Magentino Abbiatense,20043,152200132,PIE,n/a,,Piezometro,15220,n/d,n/d,1506269,5029647,114,114,0,9,,,POINT (9.07977268 45.420136)
SETTALA,I696,Adda Martesana,26303,152100287,PIE,n/a,,Piezometro,15210,n/d,n/d,1529667.04,5031230.1,98.92,99,0,7,,,POINT (9.3789238 45.433786)
GARBAGNATE MILANESE,D912,Nord Ovest,3754,151050071,PIE,n/a,,Piezometro,15105,n/d,n/d,,,,,0,,,,POINT (0 0)
SEGRATE,I577,Adda Martesana,25112,152050305,POZ,MI03280832011,1,"Antincendio, Igienico, Aree verdi/aree sportive, Pompa di calore",15205,43,62,1523945,5035976,112,110,6.04,47,25,43,POINT (9.30600231 45.476723)
SAN GIULIANO MILANESE,H930,Sud Est,26343,151950420,PIE,n/a,,Piezometro,15195,n/d,n/d,1519623.74,5025305.81,0,100,0,4,,,POINT (9.2502916 45.380815)
MILANO,F205,Magentino Abbiatense,23789,151463548,PIE,n/a,,Piezometro,15146,n/d,n/d,1516944,5040495,114.8,114.8,0,35,,,POINT (9.21658658 45.517602)
RHO,H264,Magentino Abbiatense,15120,151820356,PIE,n/a,,Piezometro,15182,n/d,n/d,1504419,5041038,150.13,150.13,0,,,,POINT (9.05622834 45.522681)
CORBETTA,C986,Magentino Abbiatense,19466,150850274,POZ,MI03286611995,3,Zootecnico [Prev],15085,15,46,,,,,12,,10,18,POINT (0 0)
BAREGGIO,A652,Magentino Abbiatense,30291,150120153,PIE,n/a,,Piezometro,15012,n/d,n/d,1500453.29,5036153.88,138.33,138.16,0,14,,,POINT (9.00544502 45.478733)
ROZZANO,H623,Sud Ovest,30901,151890290,PIE,n/a,,Piezometro,15189,n/d,n/d,1513590.79,5027274.73,104.21,104.07,0,9,,,POINT (9.17328996 45.39868)
MILANO,F205,Magentino Abbiatense,24162,151463690,POZ,MI03177222010,2,Pompa di calore,15146,266,21,1514868,5036433,122,117,15,28,13,28,POINT (9.18988405 45.481088)
MILANO,F205,Milano,28054,MI03MI01514601048,POZ,MI03297642015,2,Pompa di calore,15146,358,177,1518299,5034811,,,0,30,15,29,POINT (9.23372371 45.466407)
SESTO SAN GIOVANNI,I690,Magentino Abbiatense,17602,152090230,PIE,n/a,,Piezometro,15209,n/d,n/d,1519678,5043286,143,143,0,30,,,POINT (9.25170278 45.542652)
MILANO,F205,Magentino Abbiatense,22464,151463181,PIE,n/a,,Piezometro,15146,n/d,n/d,1512550,5032963,113,113,0,22,,,POINT (9.16013667 45.4499)
MILANO,F205,Magentino Abbiatense,22587,151463222,PIE,n/a,,Piezometro,15146,n/d,n/d,1512093,5036127,124,124,0,100,,,POINT (9.15437006 45.478387)
RHO,H264,Magentino Abbiatense,19201,151820698,PIE,n/a,,Piezometro,15182,n/d,n/d,1505142,5041547,151,,0,19,,,POINT (9.06549136 45.527257)
MILANO,F205,Milano,28056,MI03MI01514601052,POZ,MI03259342014,4,Pompa di calore,15146,553,244,1516156,5032269,,,0,40,14,38,POINT (9.20622767 45.443579)
MILANO,F205,Magentino Abbiatense,24611,151463847,PIE,n/a,,Piezometro,15146,n/d,n/d,1519413.99,5032288.89,107.17,107.11,0,25,,,POINT (9.24788703 45.443676)
BUSTO GAROLFO,B301,Magentino Abbiatense,14824,150410065,PIE,n/a,,Piezometro,15041,n/d,n/d,1488519,5044751,185,185,0,,,,POINT (8.8525478 45.556019)
SESTO SAN GIOVANNI,I690,Nord Milano,30057,MI03MI01520900070,POZ,MI03170701020,3,Pompa di calore,15209,10,264,1518444,5042914,,,0,27,6,27,POINT (9.23588246 45.539337)
RHO,H264,Magentino Abbiatense,17147,151820563,PIE,n/a,,Piezometro,15182,n/d,n/d,1503415,5040168,147.61,147.36,0,6,,,POINT (9.04336655 45.514856)
MILANO,F205,Milano,25570,151464252,POZ,MI03302362012,1,"Aree verdi/aree sportive, Pompa di calore",15146,23,13,1514915,5041603,139.5,,10,43.5,23,41.5,POINT (9.19064214 45.527621)
CESANO BOSCONE,C565,Sud Ovest,2620,150740061,POZ,MI0114071994,1,Zootecnico [Prev],15074,14,7,,,,,4,,,6,POINT (0 0)
TURBIGO,L471,Alto Milanese,6817,152260111,POZ,MI03224031994,1,"Igienico [Prev], Zootecnico",15226,10,207,1478454,5040670,133,133,3,,8,9,POINT (8.72377455 45.519047)
MELZO,F119,Adda Martesana,27207,151420166,POZ,MI03240102012,29,Industriale [Prev],15142,8,40,1532108,5038018,117,118.29,0.15,12,,,POINT (9.41057235 45.494775)
CISLIANO,C733,Magentino Abbiatense,30217,150780172,PIE,n/a,,Piezometro,15078,n/d,n/d,1497969.04,5032221.65,127.7,127.7,0,10,,,POINT (8.9736766 45.443335)
MILANO,F205,Magentino Abbiatense,18800,151462346,PIE,n/a,,Piezometro,15146,n/d,n/d,1510468,5043365,127,,0,24,,,POINT (9.13373276 45.543562)
LACCHIARELLA,E395,Sud Ovest,26858,151150264,PIE,n/a,,Piezometro,15115,n/d,n/d,1511465,5018120,94,94,0,9,,,POINT (9.1459183 45.316315)
MILANO,F205,Milano,27862,MI03MI01514601032,POZ,MI03253332013,2,Pompa di calore [Prev],15146,437,61,1514863,5034243,,,3,30,23,30,POINT (9.18975403 45.461376)
MELZO,F119,Adda Martesana,27214,151420173,POZ,MI03240102012,34,Industriale [Prev],15142,8,40,1532114,5037996,117,118.3,0.15,12,,,POINT (9.4106477 45.494577)
MILANO,F205,Milano,4197,151460840,POZ,MI0114721995,1,Irriguo [Prev],15146,396,46,1518888,5035088,113.4,113.4,15,,,25,POINT (9.24126867 45.468885)
MILANO,F205,Magentino Abbiatense,22771,151463286,PIE,n/a,,Piezometro,15146,n/d,n/d,1515980,5032102,111.26,111.26,0,15,,,POINT (9.20397182 45.44208)
POZZO D'ADDA,G955,Adda Martesana,6477,151770001,POZ,MI03269731975,2,Potabile,15177,6,D.C.,1538344,5045617,153,153,0,41.3,22.7,41.3,POINT (9.49097401 45.562856)
PAULLO,G385,Sud Est,28147,151690100,PIE,n/a,,Piezometro,15169,n/d,n/d,1531331,5029148,0,95,0,6,,,POINT (9.40006389 45.414973)
CANEGRATE,B593,Magentino Abbiatense,15337,150460024,PIE,n/a,,Piezometro,15046,n/d,n/d,1492907,5045447,190.07,190.07,0,75,,,POINT (8.90875736 45.562343)
LEGNANO,E514,Magentino Abbiatense,22930,151180152,PIE,n/a,,Piezometro,15118,n/d,n/d,1492505.59,5048401.31,,207.17,0,55,,,POINT (8.90356819 45.58893)
VIMODRONE,M053,Adda Martesana,26395,152420124,PIE,n/a,,Piezometro,15242,n/d,n/d,1521063.5,5039607.4,0,125.1,0,18,,,POINT (9.26929182 45.509501)
SAN GIULIANO MILANESE,H930,Sud Est,27452,151950448,PIE,n/a,,Piezometro,15195,n/d,n/d,1520878.37,5027453.48,0,99,0,12.5,,,POINT (9.26640694 45.40011)
ABBIATEGRASSO,A010,Magentino Abbiatense,26491,MI03MI01500200210,POZ,MI0132401994,1,Piscicoltura [Prev],15002,25,242,,,0,,4,,0,30,POINT (0 0)
SAN GIULIANO MILANESE,H930,Magentino Abbiatense,23305,151950357,PIE,n/a,,Piezometro,15195,n/d,n/d,1520551.63,5026445.27,0,0,0,11,,,POINT (9.26219034 45.391045)
MILANO,F205,Milano,25604,151464260,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,30,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,14606,151461231,PIE,n/a,,Piezometro,15146,n/d,n/d,1512203,5038524,130,130,0,,,,POINT (9.15583681 45.49996)
CERNUSCO SUL NAVIGLIO,C523,Magentino Abbiatense,9380,150700166,PIE,n/a,,Piezometro,15070,n/d,n/d,1526487,5041097,132.14,132.14,0,,,,POINT (9.33880066 45.522724)
ASSAGO,A473,Magentino Abbiatense,21942,150110096,PIE,n/a,,Piezometro,15011,n/d,n/d,1510990,5026990,,,0,19,,,POINT (9.14005458 45.396163)
PIOLTELLO,G686,Magentino Abbiatense,17957,151750312,PIE,n/a,,Piezometro,15175,n/d,n/d,1526206,5036744,115.58,115.46,0,20,,,POINT (9.33497043 45.483554)
MILANO,F205,Milano,25621,151820901,PIE,n/a,,Piezometro,15146,n/d,n/d,1508982.66,5040558.04,,,0,25,9,25,POINT (9.11465537 45.518317)
MILANO,F205,Milano,29533,MI03MI01514601254,POZ,MI03280302016,1,"Aree verdi/aree sportive, Pompa di calore",15146,227,272,1515772,5037669,,,0.6,30,15,30,POINT (9.20149041 45.492193)
MILANO,F205,Milano,30198,151465134,PIE,n/a,,Piezometro,15146,n/d,n/d,1518482.3,5040312.63,133.18,133.18,0,25,,,POINT (9.23627511 45.515922)
PERO,C013,Magentino Abbiatense,15790,151700100,PIE,n/a,,Piezometro,15170,n/d,n/d,1506490,5039140,141,141,0,40,,,POINT (9.08272173 45.505581)
MILANO,F205,Milano,4815,151460437,POZ,MI02706292004,0,N/D,15146,n/d,n/d,1520615.94,5039916.81,126,126,0,98,41.44,86.26,POINT (9.26357537 45.512299)
GAGGIANO,D845,Magentino Abbiatense,23748,151030214,POZ,MI03147762009,2,Pompa di calore,15103,20,193 (ex 181),1503783,5028554,116.8,,0,30,,,POINT (9.04798984 45.410316)
MILANO,F205,Magentino Abbiatense,22761,151463281,PIE,n/a,,Piezometro,15146,n/d,n/d,1510633,5034965,122,122,0,,,,POINT (9.13566501 45.467951)
SEGRATE,I577,Adda Martesana,29315,152050388,PIE,n/a,,Piezometro,15205,n/d,n/d,1521428.39,5034558.53,109,109,0,10,,,POINT (9.27374302 45.464046)
RODANO,H470,Magentino Abbiatense,19747,151850186,PIE,n/a,,Piezometro,15185,n/d,n/d,1527489,5035409,,,0,9,,,POINT (9.35131245 45.471489)
MILANO,F205,Milano,4777,151460769,POZ,MI03178371971,1,"Antincendio, Igienico, Industriale [Prev], Potabile",15146,442,271,1517679,5034142,113,113,12,58,47,58,POINT (9.22576882 45.460401)
BINASCO,A872,Magentino Abbiatense,20703,150240106,PIE,n/a,,Piezometro,15024,n/d,n/d,1506958,5019558,97.23,97.23,0,15,,,POINT (9.08843794 45.329317)
MILANO,F205,Milano,30410,MI03MI01514601669,POZ,MI03309532016,4,Pompa di calore,15146,391,66,1515378,5034925,118,,0,40,16,38,POINT (9.19636249 45.467503)
PESCHIERA BORROMEO,G488,Sud Est,29826,MI03MI01517100109,POZ,MI03249752011,6,Pompa di calore,15171,75,46,1523030,5029934,,,0,35,20,35,POINT (9.29401342 45.42237)
MILANO,F205,Milano,25969,151464418,PIE,n/a,,Piezometro,15146,n/d,n/d,1515418.01,5032127.79,,,0,25,-12,-24,POINT (9.19678686 45.442325)
SOLARO,I786,Magentino Abbiatense,22039,152130031,PIE,n/a,,Piezometro,15213,n/d,n/d,1507116,5050372,204,204,0,50,,,POINT (9.09089722 45.606673)
INZAGO,E317,Magentino Abbiatense,24654,151140098,POZ,MI03173092011,1,Irriguo [Prev],15114,17,211,1537569,5041692,130,,1,30,20,30,POINT (9.48074272 45.527571)
CORMANO,D013,Magentino Abbiatense,17052,150860046,PIE,n/a,,Piezometro,15086,n/d,n/d,1513236,5042749,150,150,0,,,,POINT (9.16917229 45.53797)
PESCHIERA BORROMEO,G488,Sud Est,25351,151710350,PIE,n/a,,Piezometro,15171,n/d,n/d,1522054.71,5031964.81,103.6,103.75,0,6,,,POINT (9.2816383 45.44068)
CERRO AL LAMBRO,C536,Sud Est,2535,150710005,POZ,MI03197941983,1,Potabile [Prev],15071,6,109,1525687,5020922,88.43,88.5,20,94.24,31.97,89.97,POINT (9.32750623 45.34116)
SAN GIULIANO MILANESE,H930,Sud Est,30650,151950525,PIE,n/a,,Piezometro,15195,n/d,n/d,1519627.58,5025593.83,100.7,100.55,0,4,,,POINT (9.25035207 45.383407)
MILANO,F205,Milano,30075,MI03MI01514601577,POZ,MI03200882012,2,Pompa di calore,15146,274,293,1517359,5036761,,,0,25,10,25,POINT (9.22176819 45.483983)
ASSAGO,A473,Magentino Abbiatense,23163,150110116,POZ,MI03155242010,4,Potabile [Prev],15011,7,54,1511939,5028792,107,107,5,100,76,96,POINT (9.15222242 45.412367)
LISCATE,E610,Magentino Abbiatense,16395,151220073,POZ,MI0137561995,1,Zootecnico [Prev],15122,3,28,,,,,80,,10,15,POINT (0 0)
OPERA,G078,Magentino Abbiatense,24743,151590158,PIE,n/a,,Piezometro,15159,n/d,n/d,1516796.21,5026710.32,0,104,0,9,,,POINT (9.2142248 45.39353)
BUCCINASCO,B240,Magentino Abbiatense,19206,150360175,PIE,n/a,,Piezometro,15036,n/d,n/d,1509568,5029530,,,0,7,,,POINT (9.1219362 45.419046)
PESCHIERA BORROMEO,G488,Magentino Abbiatense,22616,151710296,PIE,n/a,,Piezometro,15171,n/d,n/d,,,,,0,,,,POINT (0 0)
MILANO,F205,Milano,25978,151464425,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,18,-9,-18,POINT (0 0)
OPERA,G078,Magentino Abbiatense,20324,151590141,PIE,n/a,,Piezometro,15159,n/d,n/d,1516992,5024363,98.27,98.27,0,20,,,POINT (9.21664549 45.372397)
BARANZATE,A618,Nord Ovest,28915,152500100,PIE,n/a,,Piezometro,15250,n/d,n/d,1509072.46,5040638.96,140.32,140.32,0,20,,,POINT (9.11580662 45.519044)
TREZZANO SUL NAVIGLIO,L409,Magentino Abbiatense,9103,152200070,PIE,n/a,,Piezometro,15220,n/d,n/d,,,,,0,,,,POINT (0 0)
